,ID,Definicija
376,ENG30-13901585-n,oblik koji jesam malen i okrugao 
377,ENG30-03816136-n,oštar zašiljen instrument ( obično od čelik ) 
378,ENG30-07379409-n,oštar zvuk koji proizvoditi mali ptica ili insekt 
379,ENG30-06256229-n,list biti kavog pisan ili štampan materijal 
380,ENG30-04309348-n,brod koji pogoniti jedan ili više parni mašina 
381,ENG30-07395623-n,kratak prodoran buk 
382,ENG30-06892016-n,kratak pozorišni izvođenje koji jesam deo dug program 
383,ENG30-07307477-n,jedan poseban događaj 
384,ENG30-10203839-n,jedan organizam 
385,ENG30-13937075-n,situacija koji se tretirati kao osmotriv predmet 
386,ENG30-13129165-n,tanak ili izdužiti struktura koji držati biljka ili gljiva ili deo ili organ biljka 
387,ENG30-03767745-n,uzak toranj sa balkon 
388,ENG30-14055408-n,lak ali često stalan telesni poremećaj ili bolest 
389,ENG30-04504486-n,mali metalan blok koji nositi ispupčen slovo na jedan kraj ; davati štampati slovo kada se zamastiti i pritisnuti na papir 
390,ENG30-09397607-n,mali količina stajaći voda ( kišnica ) ili drugi tečnost 
391,ENG30-06807056-n,mali razdaljina ( za dlaka ) 
392,ENG30-03180504-n,mali brz lako oklopljen ali teško naoružan ratni brod 
393,ENG30-03308297-n,mali rupa ili uzica ( kao kod igla ) 
394,ENG30-08310389-n,mali neformalan društven skup 
395,ENG30-05821775-n,"uzorak : @card@ , mustra : @card@ mali deo neÄega koji se shvatati kao predstavnik celina "
396,ENG30-03972524-n,mali pregradak u odeća za nošenje mali predmet 
397,ENG30-13771404-n,mali količina tečnost 
398,ENG30-03942126-n,mali tvrditi jastuk u koji se zabadati igla spreman za upotreba 
399,ENG30-09415938-n,mali vodotok 
400,ENG30-08372411-n,društven grupa ( obično pre pojava pisma ) 
401,ENG30-08288753-n,društven grupa unutar nacionalan kultura koji imati svojstven obrazac ponašanje i verovanje 
402,ENG30-03151500-n,mekan vreća napuniti vazduh ili ispunom kao što jesam perje ili sunđer 
403,ENG30-03130563-n,mekano tanko lagano platni sa hrapav površina 
404,ENG30-13865298-n,geometrijski telo omeđiti cilindričan površina i dva paralelan ravnina ( osnova ) 
405,ENG30-14883206-n,čvrst telo koji se formirati učvršćivanje hemijski supstanca i imati veoma pravilan atomski struktura 
406,ENG30-05687338-n,izvor teškoća 
407,ENG30-04061969-n,uvučen ili udubljen prostor 
408,ENG30-15228910-n,poseban i pamćenje dostojan period 
409,ENG30-07486229-n,poseban osećaj žudnja 
410,ENG30-00732746-n,aktivnost koji se kršiti moralan ili pravni norma 
411,ENG30-00747029-n,poseban oblik sagrešenje 
412,ENG30-04243370-n,mali procep ( kao za ubacivanje novčić ili ostavljanje pošta ) 
413,ENG30-08615810-n,prostor gde moći da se parkirati automobil 
414,ENG30-02779435-n,okrugao predmet koji se koristiti kao igračka 
415,ENG30-07464725-n,sportski nadmetanje u koji takmičar igrati niz utakmica da odlučiti pobednik 
416,ENG30-08656893-n,tačka gde nešto zastajati ili prav predah 
417,ENG30-03485794-n,četvrtast komad platno koji se koristiti za brisanje oči ili nos ili kao dodatak komplet 
418,ENG30-14450540-n,stanje stvoren nedostatak novac i kredit 
419,ENG30-05700793-n,stanje dubok obuzetost 
420,ENG30-05680193-n,stanje dubok i često produžen nesvest ; obično rezultat bolest ili povreda 
421,ENG30-14440137-n,stanje obeščašćenja 
422,ENG30-04732852-n,stanje posvećenje od bog 
423,ENG30-06628861-n,izjava koji neki ili nešto odavati priznanje 
424,ENG30-06636259-n,izjava ili tvrdnja sa proveren informacija o nešto što se događati ili se dogoditi 
425,ENG30-06765044-n,izjava koji izražavati lićno mišljenje ili uverenje 
426,ENG30-06724763-n,izjava koji predstavljati nešto reč 
427,ENG30-09246464-n,strm visok obronak ili stena 
428,ENG30-14429885-n,stepen na neki skala 
429,ENG30-05829480-n,stimulans sa nepoželjan posledica 
430,ENG30-09230768-n,kamen koji nastajati stvrdnjavanje mineralan so ; nalaziti se u šupalj organ ili kanal telo 
431,ENG30-03126090-n,metalan traka sa kraj savijen pod prav ugao ; koristiti se za spajanje građevinski materijal 
432,ENG30-03984381-n,struktura dodati spoljni stran kuća koji često obrazovati natkriven ulaz 
433,ENG30-05397178-n,struktura sačiniti od ili koji sadržati krvni sud 
434,ENG30-03743902-n,struktura podignuti da podsećati na ličnost i događaj 
435,ENG30-03390983-n,struktura koji podržavati ili sadržati nešto 
436,ENG30-04460130-n,struktura viša od svoj prečnik ; moći da stajati sam ili da se priključiti velik građevina 
437,ENG30-04105068-n,struktura koji prekrivati ili činiti vrh građevina 
438,ENG30-05462674-n,struktura koji jesam deo nervni sistema 
439,ENG30-03171356-n,struktura koji se koristiti za odbrana 
440,ENG30-05840188-n,potpodela neki vrsta stvar 
441,ENG30-14890659-n,tvar sposoban da smanjiti trenje činiti površina gladak ili klizav 
442,ENG30-14940100-n,"tvar u tečan agregatni stanje koji nemati utvrđen oblik , ali imati utvrđen zapremina "
443,ENG30-14821043-n,"tvar koji dobro provoditi , na primer , elektricitet i toplota "
444,ENG30-03304730-n,tvar koji trpiti brz hemijski promena ( uz proizvodnja gas ) kada se zagrejati ili udariti 
445,ENG30-14702416-n,tvar koji sjedinjivati ili vezati 
446,ENG30-03875218-n,tvar koji se koristiti kao premaz u cilj zaštita ili ukras površina 
447,ENG30-14934031-n,tvar koji se koristiti da proizvesti vrenje u testo ili tečnost 
448,ENG30-00043902-n,uspešan udarac u atletski takmičenje ( posebno u bejzbol ) 
449,ENG30-07477945-n,iznenadan velik pad u poslovanje ili cena akcija ( posebno onaj koji uzrokovati dodatan problem ) 
450,ENG30-07376257-n,iznenadan veoma jak buk 
451,ENG30-07435273-n,iznenadno žestoko spontano javljanje nepoželjan uslov 
452,ENG30-02726305-n,skup prostorija obično na jedan sprat stambeni kuća 
453,ENG30-05853449-n,prividan aspekt suprotan prav priroda nešto 
454,ENG30-04081044-n,oslonac na koji moći da se staviti stvar 
455,ENG30-02797692-n,potpora ili temelj 
456,ENG30-04530176-n,površina koji jesam uspravan 
457,ENG30-15173479-n,sistem merenje vreme 
458,ENG30-13600404-n,sistem jedinica koji se koristiti za merenje površina 
459,ENG30-05728024-n,sistem u koji se za utvrđivanje položaj koristiti koordinata 
460,ENG30-04407686-n,mesto posvetiti za poseban ili uzvišen svrha 
461,ENG30-02674879-v,Oponašati ponašanje ili izgled . 
462,ENG30-14004317-n,stanje promena 
463,ENG30-06845599-n,ime koji se davati proizvod ili usluga 
464,ENG30-03651265-n,tanak metalan pločica koji se koristiti da razdvojiti red slovo u štampa 
465,ENG30-13914608-n,trodimenzionalan oblik sa šest četvrtast ili pravougaon stranica 
466,ENG30-15145171-n,vreme u život ( obično izraziti u godina ) kada do izražaj dolaziti neki poseban sposobnost ili moć 
467,ENG30-09460312-n,znak ili znamen koji jesam ostaviti nešto što jesam proći 
468,ENG30-08303275-n,zajednica politički organizacija 
469,ENG30-08274718-n,jedinica dečak ili devojčica izviđač 
470,ENG30-15256417-n,jedinica igra u tenis ili skvošu 
471,ENG30-06304671-n,jedinica govorni jezik veće od fonema 
472,ENG30-15234764-n,jedinica vreme koji iznositi @card@ sekunda ili @card@ / @card@ sat 
473,ENG30-08198398-n,jedinica koji jesam deo neki rod vojska 
474,ENG30-13608788-n,jedinica koji se koristiti da mera težina 
475,ENG30-13931889-n,obično tajan ili nezakonit polni odnos 
476,ENG30-07447261-n,nejasno odrediti društven događaj 
477,ENG30-03313456-n,uspravan površina građevina ili litica 
478,ENG30-09827683-n,veoma malo dete koji još jesam prohodati ili progovoriti 
479,ENG30-04910135-n,način rad ili ponašanje 
480,ENG30-03242713-n,širok cesta ukrašen drveće 
481,ENG30-10189776-n,supruga koji se starati o kuća dok ona muž zarađivati za porodica 
482,ENG30-02207647-n,sterilan mrav ili termit bez krilo koji imati velik glava i jak čeljust prilagoditi za odbrana kolonija 
483,ENG30-09989290-n,uglađen žena 
484,ENG30-10291240-n,žena koji nositi odeća da pokazati modni trend 
485,ENG30-03135532-n,drven struktura koji se sastojati od uspravan greda sa poprečan letva 
486,ENG30-10224578-n,pisac za novina i časopis 
487,ENG30-07218470-n,pismen dokument koji opisivati otkriće neki pojedinac ili grupa 
488,ENG30-03587318-n,zona ili područje koji ličiti na ostrvo 
489,ENG30-01069980-n,uzdržavanje od hrana 
490,ENG30-00012267-v,ponašati se na takav način da se neki ili nešto steći 
491,ENG30-00042757-n,čin odlazak 
492,ENG30-00198451-n,postupak podizanje čin ili položaj 
493,ENG30-00548802-n,glumljenje lik na scena 
494,ENG30-00431005-n,radnja koji karakterisati dobro raspoloženje 
495,ENG30-00893955-n,radnja usmeriti ka uvežban ponašanje 
496,ENG30-00183879-v,"dodati kao deo nešto drugi ; staviti u nešto kao deo niz , grupa ili kategorija "
497,ENG30-00897746-v,postaviti pitanje neki i očekivati odgovor 
498,ENG30-02425112-v,složiti se 
499,ENG30-01769347-n,artropodi koji udisati vazduh i koji karakterisati prostiti oči i četiri para noga 
500,ENG30-07993109-n,celokupan biljni i životinjski život neki regija 
501,ENG30-02449847-v,dozvoliti učešće ili dati neki prava da biti deo nešto 
502,ENG30-02502536-v,"dozvoliti ulaz , dati ulaz u nešto "
503,ENG30-02898711-n,dozvoljavati ljudi ili vozilo da preći prepreka kao što jesam reka ili kanal ili pruga itd . 
504,ENG30-14066203-n,naglo posustajanje funkcija ili zdravlje 
505,ENG30-07999699-n,apstraktan zbir broj i simbol 
506,ENG30-00192613-n,čin ušteda ; smanjenje trošak 
507,ENG30-00072261-n,čin koji donositi sramota osoba koji ga izvršiti 
508,ENG30-00418903-n,čin koji se neki iskorišćavati ili maltretirati 
509,ENG30-00757080-n,čin koji teolog smatrati kršenje Božje volja 
510,ENG30-00898518-n,radnja koji stajati kao ekvivalent nešto ili imati ishod u ekvivalent 
511,ENG30-03850966-n,droga koji stvarati zavisnost a dobijati se od semeni čahura opijumski mak 
512,ENG30-03597469-n,ukras ( kao narukvica ili prsten ili ogrlica ) napraviti od drag metal i opremljen dragulj ( ili imitacija dragulj ) 
513,ENG30-00127286-n,napredak ka prvi baza koji činiti udarač koji primati četiri loptica 
514,ENG30-10378412-n,službenik koji upravljati neki aparat ili mašina 
515,ENG30-02691156-n,letelica koji imati čvrst krilo i pokretati jesam propeler ili mlazni motor 
516,ENG30-03512147-n,letelica bez krilo koji se penjati zbog vrtnja gornji elisa 
517,ENG30-02692232-n,sletište opremiti kontrolni toranj i hangar kao i pogodnost za putnik i tovar 
518,ENG30-10249459-n,zaštitnik zakon 
519,ENG30-00652069-n,služben poziv za inspekcija ili nadzor 
520,ENG30-08674739-n,mali površina obrađen zemljište 
521,ENG30-03686130-n,otvoren prostor na vrh kuća tik ispod krov ; 
522,ENG30-03984908-n,otvor ( na zid ili brod ili oklopni vozilo ) za pucanje 
523,ENG30-03526198-n,otvor nemerno napraviti u nešto ili kroz nešto 
524,ENG30-04588365-n,otvor na vozilo koji dozvoljavati da se viditi sa strana ili otpozadi ; obično sadržati prozirati materijal i moći se otvoriti 
525,ENG30-09362469-n,otvor koji ličiti na usta ( kao otvor pećina ili klisura ) 
526,ENG30-07169098-n,naredba da se neki pojaviti lično na određenom mesto u odrediti vreme 
527,ENG30-08274565-n,dobro rasporediti grupa 
528,ENG30-10341660-n,organizam koji imati karakteristika proizaći iz hromozomalne izmena 
529,ENG30-08293982-n,organizacija ljudi ( ili zemlja ) uključen u pakt ili ugovor 
530,ENG30-08242799-n,organizovati grupa radnik 
531,ENG30-00517728-n,organizovati niz radnja i predstava 
532,ENG30-06212839-n,opredeljenje koji karakterisati mišljenje grupa ili nacija 
533,ENG30-03727274-n,originalan ( audio ) snimak sa koji se moći napraviti kopija 
534,ENG30-03590306-n,spoljašnji pokrivač ili omotač 
535,ENG30-00759500-n,nadmoćan osećanje strah i zebnja 
536,ENG30-15270245-n,vreme dodeliti na raspored ili red događanje 
537,ENG30-13861050-n,neograničen dvodimenzionalan oblik 
538,ENG30-15134490-n,neprekidno vreme tokom koji se nešto raditi 
539,ENG30-00757730-n,neoprostiv greh koji povlačiti potpun gubitak milost ; teolog nabrajati sedam smrtan greh 
540,ENG30-07298982-n,neprijatan ili razočaravajući iznenađenje 
541,ENG30-05942888-n,nepokolebljiv verovanje u nešto bez potreba za dokaz ili nalaz 
542,ENG30-07448038-n,bučan zabava 
543,ENG30-00324384-n,promena položaj nagore 
544,ENG30-09394007-n,biti koji nebeski telo ( osim kometa ili satelit ) koji se okretati oko sunce u sunčev sistema 
545,ENG30-02152991-n,životinja koji se loviti za hrana ili iz zabava 
546,ENG30-02152881-n,životinja koji se loviti za hrana 
547,ENG30-00966809-v,"objaviti kao rezultat istraga , ili objaviti nešto odgovarajući vlast "
548,ENG30-00965687-v,objaviti svoj prisustvo 
549,ENG30-11439690-n,biti koji skup čestica ( npr . dim ili prašina ) ili gas koji jesam vidljiv u vazduh 
550,ENG30-07472657-n,biti koji takmičenje 
551,ENG30-15119536-n,biti koji neprekidan odsečak vreme koji uključivati i trenutak govor 
552,ENG30-00028280-a,Prihvaćen kao pretpostavka . 
553,ENG30-14856263-n,"biti koji građa koji se ne koristiti , nego se odbacivati kao bezvredan ili neželjen "
554,ENG30-05813229-n,biti koji predmet tople osećajnost ili odanost 
555,ENG30-09358550-n,biti koji predmet koji ličiti na mesec 
556,ENG30-13083023-n,biti koji od mnoštvo biljka koji rasti u zatvoren za ukrasni svrha 
557,ENG30-13083306-n,biti koji od mnoštvo biljka koji se obično gajiti u cvetan ili biljni bašta 
558,ENG30-02206856-n,biti koji od brojni dlakav insekt uključivati i društven i osamljen vrsta 
559,ENG30-01922303-n,biti koji od brojni relativno mali izdužen mek životinja posebno red Annelida i Chaetognatha i Nematoda i Nemertea i Platyhelminthes ; takođe i mnogi larva insekt 
560,ENG30-02330245-n,"biti koji od brojni mali glodar koji tipično ličiti na umanjen pacov pošto imati šiljat njuška i mali uši na izdužen telo sa mršav , obično gladak rep "
561,ENG30-00494768-n,biti koji od raznih igra karta u koji se igrač kladiti da držati jak karta 
562,ENG30-01317541-n,"biti koji od raznih pripitomljen životinja , posebno sisara "
563,ENG30-02322213-n,biti koji od raznih organ za kretanje ili naslanjanje kod beskičmenjak 
564,ENG30-03128519-n,biti koji od raznih tvar koji ličiti na krem i imati ublažujući učinak kada se naneti na koža 
565,ENG30-10317007-n,biti koji osoba u oružan snaga koji držati položaj od autoritet ili komanda 
566,ENG30-13085113-n,biti koji biljka koji istiskivati gajen biljka 
567,ENG30-13471206-n,biti koji proces koji uticati na proizvodnja i razvoj i upravljanje materijalan bogatstvo 
568,ENG30-14398067-n,biti koji ozbiljan mentalan poremećaj u koji se dodir sa stvarnost gubiti ili se umnogome iskrivljivati 
569,ENG30-04328946-n,biti koji građevina koji davati prostor za skladištenje 
570,ENG30-13482330-n,biti koji neprekidan mlaz ili izbacivanje 
571,ENG30-00797878-n,"biti koji rizično preduzeće , posebno neki sa nesiguran ishod "
572,ENG30-06647206-n,biti šta ( kao dokument ili fonografski zapis ili fotografija ) što pružati trajan dokaz ili informacija o prošli događaj 
573,ENG30-01363648-v,"naneti na površina , kao boja , šminka itd . "
574,ENG30-01762283-v,uzbuditi seksualno 
575,ENG30-05076472-n,poredak delovati u odnos jedan prema drugi 
576,ENG30-00764032-v,doći do sporazum 
577,ENG30-04381994-n,predmet za upotreba za sto 
578,ENG30-03439064-n,predmet napraviti od staklo 
579,ENG30-08593130-n,krajnji daljina do koji nešto ići 
580,ENG30-02171664-v,"piskav zvuk , kao kod vrata "
581,ENG30-02541251-v,biti od korista 
582,ENG30-00104868-v,izbaciti telesni tvar 
583,ENG30-00458471-v,sazrevati ( kao mlečan proizvod ) 
584,ENG30-01490336-v,napuniti ( kao oružje ) 
585,ENG30-01224744-v,upravljati ( kao mašinerija ) 
586,ENG30-00236999-v,kuvati ( kao sos ) 
587,ENG30-02072849-v,teća ( kao vreme ) 
588,ENG30-00374135-v,smrznuti se ( kao voda ) 
589,ENG30-01046059-v,"oglašavati se ( kao vetar , voda ili vozilo ) "
590,ENG30-02373785-v,iskazati se : insistirati da se sopstven mišljenje i prava poštovati 
591,ENG30-08546183-n,teritorijalan podela za lokalan vlast 
592,ENG30-15224156-n,vremenski period tokom koji nešto morati da se uraditi ili završiti 
593,ENG30-03046257-n,uređaj koji pokazivati doba dan 
594,ENG30-03154446-n,alatka koji se koristiti za rezanje ili sečenje 
595,ENG30-02954938-n,"vrh ( na primer , flaša ) "
596,ENG30-02814860-n,toranj sa svetiljka koji upozoravati prolazeće brod na plićak 
597,ENG30-08110373-n,klasifikacioni grupa čiji član moći da se razmnožavati između sebe ( biologija ) . 
598,ENG30-09765278-n,pozorišni izvođač 
599,ENG30-15248269-n,jedinica geološki vreme 
600,ENG30-08359949-n,jedinica sa politički odgovornost 
601,ENG30-00787061-n,obično kratak pokušaj 
602,ENG30-14985383-n,"obično rastopiva tvar za mrljanje ili šaranje , na primer , vlakno ili kosa "
603,ENG30-05840650-n,varijacija tip ili original 
604,ENG30-03215749-n,uspravan struktura koji deliti ili odeljivati 
605,ENG30-15180528-n,veoma kratak period vreme 
606,ENG30-07308563-n,burno oslobađanje energija koji uzrokovati hemijski ili atomski reakcija 
607,ENG30-09247410-n,vidljiv masa voditi i led ili leden čestica koji se držati na zamašan visina 
608,ENG30-06879180-n,vidljiv predstavljanje koji pokazivati kako nešto raditi 
609,ENG30-07348399-n,talas koji podignuti površina voda ili zemlja 
610,ENG30-03899328-n,put posebno napraviti za specifičan upotreba 
611,ENG30-04928903-n,način rad ili ponašanje 
612,ENG30-02671062-n,put ka ulaz ili izlaz 
613,ENG30-03234306-n,delo proizvesti predstavljanje oblik ili predmet na površina pomoću linija 
614,ENG30-02309337-n,crvolik i često jarko obojiti i dlakav ili bodljikav larva leptir ili moljac 
