ID,POS,NEG,Lemme,Definicija,Vrsta
ENG30-12860542-n,0.0,0.0,"bosiljak,bosilje,murtila,Ocimum basilicum",Godišnja ili višegodišnja biljka iz tropske Azije koja ima klasove malih belih cvetova i aromatično lišće; jedna od najčešće korišćenih trava u kulinarstvu.,n
ENG30-07693048-n,0.0,0.0,"rolnica sa cimetom,puž sa cimetom","Testo koje je posuto cimetom, šećerom i suvim gožđem, urolano i isečeno pre pečenja.",n
ENG30-12804866-n,0.0,0.0,"Ribes,rod Ribes",Žbun koji cveta i rađa bobice; poreklom sa severne hemisfere.,n
ENG30-08978161-n,0.0,0.0,"Palau,Republika Palau",država u zapadnom Pacifiku,n
ENG30-04151940-n,0.0,0.0,"zaklon,skrivalište,plašt,ogrtač",Pokrivač koji služi da sakrije ili zakloni.,n
ENG30-07876460-n,0.0,0.0,teleće skalopine,tanki dinstani teleći kotleti,n
ENG30-07890970-n,0.0,0.0,medovina,med razblažen u vodi; postaje medovina kada se fermentiše,n
ENG30-11596845-n,0.0,0.0,"Gnetales,red Gnetales",Uglavnom tropske drvenaste biljke; praktično nepoznate kao fosili ali se smatraju bliskim naslednoj liniji kritosemenjača.,n
ENG30-13696155-n,0.0,0.0,"novčana jedinica Gvatemale,gvatemalska novčana jedinica",novčana jedinica Gvatemale,n
ENG30-09504135-n,0.0,0.0,natprirodno biće,Neko bestelesno biće za koje se veruje da ima moći da utiče na tok ljudskih dešavanja.,n
ENG30-02245993-v,0.0,0.0,dilovati,Prodavati nešto ilegalno.,v
ENG30-10291240-n,0.0,0.0,"model,manekenka",žena koja nosi odeću da pokaže modne trendove,n
ENG30-02768433-n,0.0,0.0,kičma računarske mreže,deo mreže koja povezuje druge mreže,n
ENG30-07684289-n,0.0,0.0,nan,Hleb koji se priprema sa kvascem i peče u zemljanoj pećnici u Indiji; obično je u obliku suze.,n
ENG30-11875691-n,0.0,0.0,"beli kupus,Brassica oleracea",Neka od različitih kultivisanih biljaka iz roda Brassica oleracea koja se gaji zbog jestivog lišća ili cveta.,n
ENG30-07622061-n,0.0,0.0,hrana dobijena pečenjem,"Hrana koja se priprema u pećnici, kao hleb, kolači i sl.",n
ENG30-04533946-n,0.0,0.0,"videodisk,video-disk,DVD",digitalni disk velikog kapaciteta za zapisivanje npr. filmova,n
ENG30-01829602-n,0.0,0.0,"Upupidae,porodica Upupidae,pupavci",Pupavci.,n
ENG30-03716091-n,0.0,0.0,malteški krst,krst čiji su kraci u obliku trougla ili strelica koje pokazuju ka centru,n
ENG30-13331778-n,0.0,0.0,resurs,dostupan izvor bogatstva; novi ili rezervni izvor koji se može koristiti kada je potreban,n
ENG30-09468604-n,0.0,0.0,"dolina,do",Dugačka depresija na površini zemlje koja obično sadrži reku.,n
ENG30-07644382-n,0.0,0.0,ptičje meso,Meso divlje ili domaće ptice koje se koristi kao hrana.,n
ENG30-00543016-v,0.0,0.0,uhvatiti,biti zahvaćen vatrom ili bolešću,v
ENG30-03141609-a,0.0,0.0,rasan,Koji se odnosi na genetski raspoznatljive grupe ljudi.,a
ENG30-06279326-n,0.0,0.0,"elektronska pošta,e-pošta,e-mejl","u računarstvu, sistem za globalnu elektronsku komunikaciju u kojoj korisnik može da sastavi poruku za jednim računarom a koju će korisnik kome je namxena da primi na svom računaru kad se prijavi za rad",n
ENG30-07765612-n,0.0,0.0,žuti mombin,oblo žuto tropsko voće,n
ENG30-12370842-n,0.0,0.0,"Actinidiaceae,porodica Actinidiaceae","Tropsko drveće, žbunje ili drvenase penjačice.",n
ENG30-00717684-a,0.0,0.0,"atokratski,despotski,tiranski,diktatorski,autoritaran","karakteristika apsolutnog vladara ili vladanja, koji ima putpunu vlast",a
ENG30-04563204-n,0.0,0.0,"vodeni točak,vodeničarski točak,vodenički točak,vodeno kolo",točak koji se okreće direktnim delovanjem vode - jednostavna turbina,n
ENG30-05701363-n,0.0,0.0,"misaoni proces,saznajni proces,kognitivni proces",Izvođenje neke složene kognitivne aktivnosti; operacija koja utiče na mentalni sadržaj.,n
ENG30-06940290-n,0.0,0.0,"australijski aboridžinski,aboridžinski",austronezijski jezici kojima govore australijski starosedeoci,n
ENG30-02416410-n,0.0,0.0,"Capra,rod Capra",Koze.,n
ENG30-06603366-n,0.0,0.0,relatum,pojam u propoziciji koji je povezan sa referentom propozicije,n
ENG30-01242164-n,0.0,0.0,radnički protest,Prolazna akcija radnika u znak protesta protiv odluke uprave ili da bi se postavili neki zahtevi.,n
ENG30-02673078-n,0.0,0.0,akumulator,"u računarstvu, registar koji ima ugrađen sabirač koji dodaje ulazni broj an sadržaj akumulatora",n
ENG30-06970103-n,0.0,0.0,hindi,najrasprostranjeniji savremeni indijski govor; govori se mahom na severu Indije; jedan je od zvaničnih jezika Indije (pored engleskog); obično se piše devanagarijem,n
ENG30-05198427-n,0.0,0.0,jurisdikcija,(pravo) pravo i ovlašćenje za tumačenje i primenu zakona,n
ENG30-06995526-n,0.0,0.0,"basuto,sesoto,južni soto",dijalekat sotoa kojim govori narod Basoto; zvanični je jezik Lesotoa,n
ENG30-09432430-n,0.0,0.0,"ljuska,ljuska od jajeta,ljuska jajeta",Spoljašni omotač jajeta ptice.,n
ENG30-10103794-n,0.0,0.0,ministar inostranih poslova,Ministar u vladi koji je zadužen za odnse sa spoljnim svetom.,n
ENG30-14637339-n,0.0,0.0,"fermijum,Fm,atomski broj 100","radioaktivan transuranski metal, proizveden bombardovanjem plutonijuma neutronima",n
ENG30-15225797-n,0.0,0.0,"semestar,polugođe",Jedan od dva dela akademske godine.,n
ENG30-02580336-n,0.0,0.0,scad,any of a number of fishes of the family Carangidae,n
ENG30-03133413-a,0.0,0.0,borealan,koji se nalazi na severu ili teži severu.,a
ENG30-00639556-n,0.0,0.0,"eksperiment,opit,pokus",Čin provođenja kontrolisanog testa ili istrage.,n
ENG30-06796119-n,0.0,0.0,"marka,poštanska marka",znak koji govori da su poštanske usluge plaćene,n
ENG30-02601767-n,0.0,0.0,"skočac,skakavica,cipalj,Mugil cephalus",Komercijalno najvažniji cipal.,n
ENG30-07687211-n,0.0,0.0,beli hleb,Hleb napravljen od fino mlevenog pšeničnog brašna.,n
ENG30-08724972-n,0.0,0.0,Zabranjeni grad,deo Pekinga okružen zidinama koje okružuju nekadašnju prestonicu Kineskih careva,n
ENG30-01232684-n,0.0,0.0,poseta,Čin odlaska na viđenje sa nekom osobom ili na neko mesto nakratko.,n
ENG30-04580493-n,0.0,0.0,bela tehnika,"Veliki električni kućni aparati (frižider, vež-mašina, itd) koji su obično obloženi belim emajlom.",n
ENG30-07875835-n,0.0,0.0,losos vekna,riblja vekna napravljena od očišćenog lososa,n
ENG30-13108662-n,0.0,0.0,"gimnospermno drvo,golosemeno drvo",bilo koje drvo iz odeljka Gymnospermophyta.,n
ENG30-03600977-n,0.0,0.0,"spajalica,spoj,spojnica,zglob",spoj kojim su delovi ili predmeti spojeni ,n
ENG30-01581874-n,0.0,0.0,"obična lešnikara,kreštalica,škrljak,Nucifraga caryocatactes",lešnikara iz starog sveta,n
ENG30-05844105-n,0.0,0.0,stil,Određena vrsta izgleda.,n
ENG30-01402831-n,0.0,0.0,"Laminariales,order Laminariales",U nekim klasifikacijama se preklapaju sa porodicom Laminariaceae: smeđe morske alge hladnih i polarnih mora,n
ENG30-03964495-n,0.0,0.0,ogradica,prenosiva ograda u kojoj se mogu ostaviti bebe da se igraju,n
ENG30-02024763-n,0.0,0.0,"vivak,popadika,kaluđerica,bibica,gizdač,klepavac,Vanellus vanellus",Velika močvarica sa poviejnom perjanicom na glavi,n
ENG30-04100174-n,0.0,0.0,"palica,motka","Duga, tanka alatka napravljena od metala ili drveta.",n
ENG30-07846274-n,0.0,0.0,nemasno mleko u prahu,dehidrirano obrano mleko,n
ENG30-00503527-a,0.0,0.0,"peščan,peskovit",(koristi se za zemljište) rastrest i po konsistenciji krupnog zrna ,a
ENG30-12985010-n,0.0,0.0,"Tuberaceae,familija Tuberaceae",Familija gljiva čiji ???,n
ENG30-04388743-n,0.0,0.0,tank,"Velika, obično metalna, posuda za gasove i tečnosti.",n
ENG30-00862683-v,0.0,0.0,"napadati,napasti,nasrnuti,nasrtati,navaliti (na koga),navaliti [na koga],navaljivati (na koga)",napasti koga usmeno ili pismeno,v
ENG30-10253995-n,0.0,0.0,legislator,neko ko prvi ili donosi zakone,n
ENG30-02630189-v,0.0,0.0,posedovati,Imati kao svojstvo.,v
ENG30-09475292-n,0.0,0.0,vodopad,oštar pad rečnog toka,n
ENG30-04213353-n,0.0,0.0,srp,"ivični alat za sečenje trava ili usjeva, koji ima zakrivljeno sečivo i kratku ručku",n
ENG30-09697986-n,0.0,0.0,Čileanac,stanovnik Čilea ili poreklom iz njega,n
ENG30-01239064-n,0.0,0.0,"učešće,uključenost",Deljenje aktivnosti sa grupom.,n
ENG30-07405893-n,0.0,0.0,"tok,tečenje",Pokret koji je karakterističan za fluide (tečnosti i gasove).,n
ENG30-08235343-n,0.0,0.0,tajno društvo,Društvo koje krije svoje aktivnosti od onih koji nisu članovi.,n
ENG30-01562265-n,0.0,0.0,"crvendać,Erithacus rubecola",Ptica žutocrvenog vrata i grudi.,n
ENG30-06913214-n,0.0,0.0,vinebago,sijuski jezik kojim govori narod Vinebago,n
ENG30-06147141-n,0.0,0.0,fizička antropologija,grana antropologije koja se bavi genezom ljudskih bića i raznima varijacijama,n
ENG30-12682264-n,0.0,0.0,"Dipsacus,rod Dipsacus",Tipski rod porodice Dipsacaceae: češljuga.,n
ENG30-07669470-n,0.0,0.0,svinjska slabina,meso sa slabine svinje,n
ENG30-03032811-n,0.0,0.0,"krug,cirkular",kružni ili rotirajući mehanizam,n
ENG30-06337307-n,0.0,0.0,"ime,lično ime",ime koje prethodi prezimenu,n
ENG30-03112099-n,0.0,0.0,hodnik,zatvoreni prolaz na koji se sobe obično otvaraju,n
ENG30-00339934-v,0.0,0.0,"desiti se,dogoditi se,odigrati se",Zbiti se.,v
ENG30-00260695-a,0.0,0.0,buržoaski,koji pripada srednjoj klasi,a
ENG30-07657233-n,0.0,0.0,prednje noge,deo mesa sa gornjeg dela prednjih nogu,n
ENG30-01166351-v,0.0,0.0,obedovati,jesti obrok; uzimati obrok,v
ENG30-05247057-n,0.0,0.0,salpinks,truba u ušnoj duplji,n
ENG30-02436349-v,0.0,0.0,"rukovati,rukovoditi,biti zadužen za,biti zadužen","Biti zadužen za nešto, ili uticati na.",v
ENG30-00306017-v,0.0,0.0,"puknuti,eksplodirati","Prasnuti, obično uz buku.",v
ENG30-01743223-n,0.0,0.0,"Pythoninae,podfamilija Pythoninae",Boe iz starog sveta: pitoni; u nekim klasifikacijama se smatraju familijom zmija iz Boidae.,n
ENG30-05573602-n,0.0,0.0,koleno,"Zglob na ljudskoj nozi koji spaja golenicu i cevanicu sa bedrenjxčom, a spreda ga štiti čašica.",n
ENG30-05289601-n,0.0,0.0,mišići,Telesni organ koji se kontrahuje.,n
ENG30-00471437-n,0.0,0.0,igra loptom,terenska igra loptom (naročito bejzbol),n
ENG30-13676544-n,0.0,0.0,"forinta,mađarska forinta,HUF",osnovna novčana jedinica Mađarske,n
ENG30-15140405-n,0.0,0.0,"život,životni vek",Period u toku koga je nešto funkcionalno (kao između rođenja i smrti).,n
ENG30-03069238-a,0.0,0.0,žlezdani,Koji se odnosi na žlezde.,a
ENG30-01494310-v,0.0,0.0,"staviti,metnuti,postaviti,položiti",Staviti na određeno mesto ili apstraktnu lokaciju.,v
ENG30-06809421-n,0.0,0.0,"pozicioni brojni sistem,pozicioni sistem",brojni sistem kod koga vrednost svake cifre u zapisu zavisi od pozicije u zapisu broja,n
ENG30-06936540-n,0.0,0.0,saek,grana tai jezika,n
ENG30-08368757-n,0.0,0.0,"biogeocenoza,ekosistem",sistem koji se formira interakcijom zajednice organizama sa njihovim fizičkim okruženjem,n
ENG30-10576513-n,0.0,0.0,seizmolog,naučnik koji istražuje zemljotrese,n
ENG30-15131123-n,0.0,0.0,proteklo vreme,vreme koje prođe dok se odvija neki događaj,n
ENG30-02893941-n,0.0,0.0,nož za hleb,specijalni kuhinjski nože sa zupcima za sečenje hleba,n
ENG30-09825296-n,0.0,0.0,autobiograf,neko ko piše svoju biografiju,n
ENG30-01985923-v,0.0,0.0,"padati,pasti,potonuti,sniziti se,srušiti se,tonuti",pasti ili se spustiti na niže mesto ili nivo,v
ENG30-02483092-n,0.0,0.0,gibon,Giboni i siamanzi.,n
ENG30-01355746-a,0.0,0.0,"eruptivan,vulkanski","proizveden erupcijom i očvršćavanjem na zemljinoj površini ili blizu nje; odnosi se na riolit, andesit ili bazalt",a
ENG30-08238660-n,0.0,0.0,"klasa,generacija,godina",Zajednica studenata ili đaka koji zajedno diplomiraju.,n
ENG30-00390445-n,0.0,0.0,deljenje reči na slogove,povezivanje slogova i reči pomoću crtica,n
ENG30-08968879-n,0.0,0.0,"Mongolija,Narodna Republika Mongolija,Spoljna Mongolija",kontinentalna država u centralnoj Aziji,n
ENG30-08978667-n,0.0,0.0,"Asunsion,prestonica Paragvaja,glavni grad Paragvaja",glavni grad i najvažnija luka Paragvaja,n
ENG30-01173038-n,0.0,0.0,"udarac,udar",Snažan pokret pesnicom ili oružjem.,n
ENG30-09571581-n,0.0,0.0,Euridika,u grčkoj mitologiji Orfejeva žena,n
ENG30-07594406-n,0.0,0.0,delikates,komercijalna hrana koja je trenutno spremna za upotrebu,n
ENG30-08075287-n,0.0,0.0,"agrikultura,agrobiznis,poljoprivreda,zemljoradnja",klasa ljudi koji se bave proizvodnjom hrane,n
ENG30-11295619-n,0.0,0.0,"Shannon,Claude Shannon,Claude E. Shannon,Claude Elwood Shannon,Šenon,Klod Šenon,Klod Elvud Šenon",elektro-inženjer iz SAD-a osnivač teorije informacija (1916-2001),n
ENG30-07590841-n,0.0,0.0,svinjski i teleći gulaš,"pravi se sa kiselim kupusom i semenom kima, služi se sa pavlakom",n
ENG30-14594313-n,0.0,0.0,polietilen,plastična masa sintetičkog parafina,n
ENG30-08845225-n,0.0,0.0,Nova Irska,ostrvo u Bizmarkovom arhipelagu; deo Papue Nove Gvineje,n
ENG30-12322887-n,0.0,0.0,"Myrtales,red Myrtales,Thymelaeales,red Thymelaeales",Myrtaceae; Combretaceae; Elaeagnaceae; Haloragidaceae; Melastomaceae; Lečthidaceae; Lythraceae; Rhizophoraceae; Onagraceae; Lečthidaceae; Punicaceae,n
ENG30-02486410-n,0.0,0.0,"babun,psoglavi majmun","Veliki majmun koji živi na zemlji i ide četvoronoške, ima njušku kao pas.",n
ENG30-15244650-n,0.0,0.0,"čas,trenutak,tren,vreme",Određena tačka u vremenu.,n
ENG30-12901264-n,0.0,0.0,"slatka paprika,Capsicum annuum grossum","Biljka koja rađa veliki mesnati plod, blagog ukusa, zvonastog oblika.",n
ENG30-00181781-n,0.0,0.0,"glasanje,izbori",izbori kojima se određuje ko će dobiti kakvu poziciju ili političku dužnost,n
ENG30-12679201-n,0.0,0.0,"bazga,zova,Sambucus nigra",Žbun ili drvo sa crnim bobicama koje se koriste za pravljenje vina i želea.,n
ENG30-09496460-n,0.0,0.0,Hiperborejac,"u grčkoj mitologiji pripadnik ljudi za koje su stari Graci verovali da su živeli u toploj i sunčanoj zemlji, severno od izvora severnih vetrova",n
ENG30-00013615-v,0.0,0.0,glumiti,pretvarati se u pogledu određenih osobina ili stavova,v
ENG30-03450516-n,0.0,0.0,odora,Duga gornja odeća koja se nosi u zvaničnim ili ceremonijalnim prilikama.,n
ENG30-01553629-a,0.0,0.0,mnogo,Koristi se sa gradivnim imenicama; mnogo po količini ili stepenu.,a
ENG30-01633578-n,0.0,0.0,"Megalobatrachus,rod Megalobatrachus",golemi štur; u nekim klasifikacijama uključen u rod Cryptobranchus,n
ENG30-06895791-n,0.0,0.0,esperanto,veštački jezik koji se temelji što je više moguće na rečima zajedničkim za sve evropske jezike,n
ENG30-06919630-n,0.0,0.0,San Karlos apački,jedan apački jezik,n
ENG30-14865667-n,0.0,0.0,Anortit,retki plagioklastični feldspar koji se javlja u mnogim magmatskim stenama,n
ENG30-02783324-n,0.0,0.0,"balska dvorana,plesna dvorana,dvorana za ples",velika prostorija koja se koristi za ples,n
ENG30-05057061-n,0.0,0.0,odredište,Položaj na koji se po dužnosti raspoređuju brod ili flota (mornarica).,n
ENG30-06118563-n,0.0,0.0,meteorologija,nauka o zemlji koja se bavi fenomenom atmosfere (posebno vremenskih prilika),n
ENG30-07108807-n,0.0,0.0,zeugma,"korišćenje reči koja se odnosi na dve ili više reči, iako odgovara samo jednoj",n
ENG30-05563266-n,0.0,0.0,stopalo,Stajni ekstremitet donjeg uda kod kičmenjaka.,n
ENG30-08691669-n,0.0,0.0,nacionalna prestonica,Glavni grad nacije.,n
ENG30-13864965-n,0.0,0.0,"konkavan oblik,udubljenje",oblik koji se krivi prema unutrašnjosti,n
ENG30-11272689-n,0.0,0.0,"Ruso,Žan Žak Ruso",francuski filozof i pisac rođen u Švajcarskoj; verovao je da je prirodnu dobrotu ljudi uništava društvo; njegove ideje su uticale na Francusku revoluciju (1712-1778),n
ENG30-00086077-v,0.0,0.0,"puštati krv,uraditi flebotomiju,flebotomizirati",pustiti krv.,v
ENG30-03557692-n,0.0,0.0,"aparat za led,ledomat",kućni aparat koji služi pravljenju (kockica) leda,n
ENG30-06320314-n,0.0,0.0,glagolska imenica,imenica koja je izvedena iz glagola,n
ENG30-06510103-n,0.0,0.0,"diskovna teka,diskovna datoteka","u računarstvu, računarska datoteka uskladištena na magnetni disk koja se može na jedinstven način identifikovati",n
ENG30-13538182-n,0.0,0.0,planiranje,proces erozije kojim se formira ravna površina,n
ENG30-09282084-n,0.0,0.0,pod,Donja površina pećine ili jezera itd.,n
ENG30-07848771-n,0.0,0.0,"prečišćen puter,proceđen puter",puter napravljen isključivim zagrevanjem i uklanjanjem čvrstih mlečnih ostataka,n
ENG30-12989739-n,0.0,0.0,"Usnea,rod Usnea",široko rasprostranjeni lišajevi,n
ENG30-08701942-n,0.0,0.0,"Mala Azija,Anadolija",poluostrvo u jugozapadnoj Aziji na kome je smešten azijski doe Turske,n
ENG30-07816296-n,0.0,0.0,lovorov list,Sušen list lovora.,n
ENG30-07765728-n,0.0,0.0,divlja šljiva,divlja šljiva sa juga Sjedinjenih država,n
ENG30-05474738-n,0.0,0.0,"motorni nerv,eferentni nerv",nerv  koji sprovodi impuls do mišića ili žlezda,n
ENG30-03961939-n,0.0,0.0,platforma,Uzdignuta horiyontalna površina.,n
ENG30-01531178-n,0.0,0.0,"štiglić,štiglic,češljugar,češljugarka,grdelac,tengelić,šarenčica,Carduelis carduelis",Mala evropska zeba sa crvenim licem i žuto-crnim krilima.,n
ENG30-04294879-n,0.0,0.0,"staja,štala",zgrada u kojoj su smešteni konji i druga stoka,n
ENG30-11989266-n,0.0,0.0,"Leontopodium,rod Leontopodium",runolist,n
ENG30-14115914-n,0.0,0.0,litijaza,formiranje kamena u unutrašnjim organima,n
ENG30-00366547-v,0.0,0.0,kondenzovati,ukloniti vodu iz čega,v
ENG30-07730406-n,0.0,0.0,celer,Stabljika celera koja se kuva ili jede sirova (kao začin).,n
ENG30-07009640-n,0.0,0.0,čin,"glavni deo drame, baleta ili opere",n
ENG30-01347199-n,0.0,0.0,red protocista,red protocista,n
ENG30-01349948-n,0.0,0.0,"Bacillus,Bacilli,bacil",aerobna štapičasta bakterija koja proizvodi spore; često se pojavljuje u lančastim formacijama; primarno se nalaze u zemljištu,n
ENG30-02002875-n,0.0,0.0,"Leptoptilus,rod Leptoptilus",Marabu.,n
ENG30-01917751-n,0.0,0.0,"Fungia,rod Fungia","GXivasti korali, gljivač.",n
ENG30-03764276-n,0.0,0.0,"vojno vozilo,bojna kola",vozilo koje koriste oružane snage,n
ENG30-04576002-n,0.0,0.0,kolica,Pokretna stolica postavljena na velike točkove; koriste je invalidi i oni koji ne mogu da hodaju; često je pokreću sami korisnici.,n
ENG30-06918396-n,0.0,0.0,"uto-astečki jezik,juto-astečki jezik",porodica amerindijanskih jezika,n
ENG30-12484784-n,0.0,0.0,"grčica,trolistica,grki trolist,Menyanthes trifoliata","Višegodišnja biljka iz Evrope i Amerike; ima veoma gorko lišće; često pušta korenje uz obalu, a širi se po površini.",n
ENG30-12651821-n,0.0,0.0,voćka,Drvo koje ima jestivi plod.,n
ENG30-12931906-n,0.0,0.0,"anđelika,angelika,anđelski koren,kravojac",Neka od raznovrsnih visokih i jakih trava iz roda Angelica koje imaju sastavljeno lišće i male bele ili zelenkaste cvetove u sastavljenim?,n
ENG30-02620213-v,0.0,0.0,"pasti,poginuti",umreti u bici; za vojnike,v
ENG30-02178866-v,0.0,0.0,preskočiti,"O automobilskim motorima, kada upale prerano.",v
ENG30-01425892-v,0.0,0.0,maziti,maziti ili nežno milovati,v
ENG30-02482820-n,0.0,0.0,"Hylobatidae,porodica Hylobatidae","U nekim klasifikacijama u nju se smeštaju giboni, a nekad se smatraju podporodicom of Pongidae.",n
ENG30-03794291-n,0.0,0.0,"svileni muslin,svileni muselin",vrsta lagane i tanke tkanine od svile,n
ENG30-08971914-n,0.0,0.0,Novi Zeland,"arhipelag u Južnom Tihom okeanu, sastoji se od Južnog i Severnog ostrva i manjih ostrva",n
ENG30-00145218-n,0.0,0.0,spajanje,čin dovođenja dve stvari u dodir,n
ENG30-01041349-n,0.0,0.0,"pričest,pričešće,religiozni prinos",čin prinošenja hleba i vina prilikom pričesti,n
ENG30-06908048-n,0.0,0.0,abnaki,algonkinski jezik kojim govore narodi Abnaki i Penobskot,n
ENG30-07624924-n,0.0,0.0,piroška,Mala savijača punjena mesom ili voćem koja se peče ili prži.,n
ENG30-13699747-n,0.0,0.0,"manat,azerbejdžanski manat,AZM",osnovna novčana jedinica Azerbejdžana,n
ENG30-00151497-n,0.0,0.0,utvrđivanje,čin utvrđivanja osobina nečega,n
ENG30-01036624-n,0.0,0.0,?međusobna zajednica,učestvovanje članova više od jedne crkve u Svetoj Zajednici (Katolička i Pravoslavna),n
